#Chromosome	Start	End	Gene	Transcript
chr1	40766161	40782958	COL9A2	NM_001852.4
chr1	40839399	40888998	SMAP2	NM_022733.3
chr1	40915736	40929387	ZFP69B	NM_023070.3
chr1	40942962	40962015	ZFP69	NM_001320179.2
chr1	40974439	40981710	EXO5	NM_001346953.2
chr1	40997309	41013839	ZNF684	NM_152373.4
chr1	41086352	41131354	RIMS3	NM_014747.3
chr1	41157376	41237275	NFYC	NM_014223.5
chr1	41249459	41306124	KCNQ4	NM_004700.4
chr1	41326726	41328035	CITED4	NM_133467.3
chr1	41445368	41478237	CTPS1	NM_001905.4
chr1	41481269	41487397	SLFNL1	NM_144990.4
chr1	41492871	41707978	SCMH1	NM_001031694.2
chr1	41827106	41849262	FOXO6	NM_001291281.3
chr1	41944446	41950354	EDN2	NM_001956.5
chr1	41972036	42501605	HIVEP3	NM_024503.5
chr1	42619081	42621491	GUCA2B	NM_007102.3
chr1	42628361	42630416	GUCA2A	NM_033553.3
chr1	42642219	42801551	FOXJ3	NM_014947.5
chr1	42846463	42889903	RIMKLA	NM_173642.4
chr1	42896000	42921693	ZMYND12	NM_032257.5
chr1	42921778	43122861	CCDC30	NM_001080850.3
chr1	42922012	42939088	PPCS	NM_024664.4
chr1	43124094	43142429	PPIH	NM_006347.4
chr1	43148089	43169476	YBX1	NM_004559.5
chr1	43198764	43205907	CLDN19	NM_148960.3
chr1	43212045	43232699	P3H1	NM_022356.4
chr1	43232920	43245162	C1orf50	NM_024097.4
chr1	43250703	43266489	TMEM269	NM_001354602.1
chr1	43272723	43283068	SVBP	NM_199342.4
chr1	43282793	43310662	ERMAP	NM_001017922.2
chr1	43312284	43318148	ZNF691	NM_001242739.2
chr1	43391024	43424539	SLC2A1	NM_006516.4
chr1	43613575	43622067	FAM183A	NM_001101376.3
chr1	43629845	43638241	EBNA1BP2	NM_006824.3
chr1	43638001	43720029	CFAP57	NM_001378189.1
chr1	43735654	43739673	TMEM125	NM_144626.3
chr1	43747548	43751252	C1orf210	NM_182517.3
chr1	43766653	43788779	TIE1	NM_005424.5
chr1	43803489	43820137	MPL	NM_005373.3
chr1	43824652	43828874	CDC20	NM_001255.3
chr1	43829072	43833682	ELOVL1	NM_022821.4
chr1	43849588	43855471	MED8	NM_201542.5
chr1	43855570	43919918	SZT2	NM_001365999.1
chr1	43916660	43919602	HYI	NM_001190880.3
chr1	43991708	44089337	PTPRF	NM_002840.5
chr1	44115820	44171189	KDM4A	NM_014663.3
chr1	44173207	44396831	ST3GAL3	NM_006279.5
chr1	44399473	44402912	ARTN	NM_057091.3
chr1	44412622	44433694	IPO13	NM_014652.4
chr1	44435682	44439041	DPH2	NM_001384.5
chr1	44440632	44443967	ATP6V0B	NM_004047.5
chr1	44444882	44456843	B4GALT2	NM_003780.5
chr1	44457271	44462200	CCDC24	NM_152499.4
chr1	44462155	44497134	SLC6A9	NM_001024845.3
chr1	44584493	44600812	KLF17	NM_173484.4
chr1	44603493	44607303	KLF18	NM_001358438.1
chr1	44679143	44686345	DMAP1	NM_019100.5
chr1	44686742	44820951	ERI3	NM_024066.3
chr1	44870832	45117396	RNF220	NM_018150.4
chr1	45118919	45140153	TMEM53	NM_024587.4
chr1	45140386	45191263	ARMH1	NM_001145636.2
chr1	45205509	45233439	KIF2C	NM_006845.4
chr1	45241212	45244451	RPS8	NM_001012.2
chr1	45249257	45253842	BEST4	NM_153274.3
chr1	45266049	45271662	PLK3	NM_004073.4
chr1	45271565	45273023	DYNLT4	NM_001377534.1
chr1	45274195	45279801	BTBD19	NM_001136537.2
chr1	45285517	45308925	PTCH2	NM_003738.5
chr1	45316194	45452267	EIF2B3	NM_020365.5
chr1	45468220	45476996	HECTD3	NM_024602.6
chr1	45477926	45481247	UROD	NM_000374.5
chr1	45482071	45672277	ZSWIM5	NM_020883.2
chr1	45792567	45794382	HPDL	NM_032756.4
chr1	45794914	45806112	MUTYH	NM_001048174.2
chr1	45805842	45809645	TOE1	NM_025077.4
chr1	45809555	45956835	TESK2	NM_007170.3
chr1	45959538	45965745	CCDC163	NM_001102601.3
chr1	45965972	45979054	MMACHC	NM_015506.3
chr1	45976723	45988562	PRDX1	NM_181697.3
chr1	46016498	46035721	AKR1A1	NM_153326.3
chr1	46049713	46084565	NASP	NM_002482.4
chr1	46085716	46089726	CCDC17	NM_001114938.3
chr1	46092976	46152205	GPBP1L1	NM_021639.5
chr1	46153853	46160108	TMEM69	NM_016486.4
chr1	46159996	46216325	IPP	NM_005897.3
chr1	46269284	46501794	MAST2	NM_015112.3
chr1	46505812	46640573	PIK3R3	NM_003629.4
chr1	46640759	46651634	TSPAN1	NM_005727.4
chr1	46641158	46642160	P3R3URF	NM_001328655.2
chr1	46654355	46685977	POMGNT1	NM_017739.4
chr1	46669006	46686928	LURAP1	NM_001013615.3
chr1	46713360	46744145	RAD54L	NM_003579.4
chr1	46743134	46769288	LRRC41	NM_006369.5
chr1	46769370	46782448	UQCRH	NM_006004.4
chr1	46806479	46850871	NSUN4	NM_199044.4
chr1	46859989	46879517	FAAH	NM_001441.3
chr1	46955508	46981888	DMBX1	NM_172225.2
chr1	46997838	47001187	TMEM275	NM_001357063.3
chr1	47011313	47017319	KNCN	NM_001322255.2
chr1	47023079	47069940	MKNK1	NM_001135553.4
chr1	47073387	47082563	MOB3C	NM_201403.2
chr1	47098409	47134115	ATPAF1	NM_022745.5
chr1	47137526	47139266	TEX38	NM_001145474.4
chr1	47140831	47184786	EFCAB14	NM_014774.3
chr1	47264718	47285085	CYP4B1	NM_001099772.2
chr1	47394860	47407148	CYP4A11	NM_000778.4
chr1	47427036	47516423	CYP4X1	NM_178033.2
chr1	47532903	47583990	CYP4Z1	NM_178134.3
chr1	47603113	47615399	CYP4A22	NM_001010969.4
chr1	47649254	47655708	PDZK1IP1	NM_005764.4
chr1	47681962	47698007	TAL1	NM_001290403.2
chr1	47715811	47780568	STIL	NM_001048166.1
chr1	47799462	47844511	CMPK1	NM_016308.3
chr1	47881957	47883724	FOXE3	NM_012186.3
chr1	47903716	47906363	FOXD2	NM_004474.4
chr1	48226200	48463057	TRABD2B	NM_001194986.2
chr1	48688388	48714310	SLC5A9	NM_001011547.3
chr1	48761045	48937876	SPATA6	NM_019073.4
chr1	48998526	50489626	AGBL4	NM_032785.4
chr1	49193191	49242563	BEND5	NM_024603.4
chr1	50513727	50669444	ELAVL4	NM_001144774.3
chr1	50883222	50889115	DMRTA2	NM_032110.3
chr1	50902700	51425939	FAF1	NM_007051.3
chr1	51434378	51440306	CDKN2C	NM_078626.3
chr1	51567900	51613758	C1orf185	NM_001136508.2
chr1	51701945	51739119	RNF11	NM_014372.5
chr1	51752930	51810788	TTC39A	NM_001297663.2
chr1	51819935	51984938	EPS15	NM_001981.3
chr1	52082764	52254891	OSBPL9	NM_024586.6
chr1	52254882	52344399	NRDC	NM_001101662.2
chr1	52373628	52456372	RAB3B	NM_002867.4
chr1	52485803	52521843	TXNDC12	NM_015913.4
chr1	52497775	52499482	KTI12	NM_138417.3
chr1	52521967	52556388	BTF3L4	NM_152265.5
chr1	52607761	52812306	ZFYVE9	NM_004799.4
chr1	52816269	52831877	CC2D1B	NM_001330585.2
chr1	52838501	52870095	ORC1	NM_004153.4
chr1	52870274	52886508	PRPF38A	NM_032864.4
chr1	52888947	53018764	TUT4	NM_001009881.3
chr1	53068043	53074723	GPX7	NM_015696.5
chr1	53098840	53135355	SHISAL2A	NM_001042693.3
chr1	53150121	53164019	COA7	NM_023077.3
chr1	53192125	53293008	ZYG11B	NM_024646.3
chr1	53308432	53360670	ZYG11A	NM_001004339.3
chr1	53361582	53387446	ECHDC2	NM_001198961.2
chr1	53392948	53517370	SCP2	NM_002979.5
chr1	53527885	53551166	PODN	NM_153703.5
chr1	53552855	53608310	SLC1A7	NM_006671.6
chr1	53662496	53679869	CPT2	NM_000098.3
chr1	53679771	53686306	CZIB	NM_017887.3
chr1	53692572	53704190	MAGOH	NM_002370.4
chr1	53708036	53793742	LRP8	NM_004631.5
chr1	53925072	53933161	DMRTB1	NM_033067.3
chr1	53971912	54204837	GLIS1	NM_001367484.1
chr1	54231151	54303969	NDC1	NM_018087.5
chr1	54317406	54355470	YIPF1	NM_018982.5
chr1	54359860	54376759	DIO1	NM_000792.7
chr1	54382246	54411978	HSPB11	NM_016126.4
chr1	54412023	54433841	LRRC42	NM_001256409.2
chr1	54472971	54483859	LDLRAD1	NM_001010978.4
chr1	54492354	54519246	TMEM59	NM_004872.5
chr1	54519281	54578193	TCEANC2	NM_153035.3
chr1	54598360	54618854	CDCP2	NM_001353655.2
chr1	54635324	54665703	CYB5RL	NM_001031672.4
chr1	54665840	54691162	MRPL37	NM_016491.4
chr1	54691105	54872067	SSBP3	NM_001009955.4
chr1	55013901	55104865	ACOT11	NM_147161.4
chr1	55074854	55089198	FAM151A	NM_176782.3
chr1	55107459	55175939	MROH7	NM_001039464.4
chr1	55181534	55208330	TTC4	NM_004623.5
chr1	55222571	55230196	PARS2	NM_152268.4
chr1	55245385	55266996	TTC22	NM_001114108.2
chr1	55271736	55307925	LEXM	NM_001110533.2
chr1	55315300	55352868	DHCR24	NM_014762.4
chr1	55446301	55457961	TMEM61	NM_182532.3
chr1	55464606	55482845	BSND	NM_057176.3
chr1	55505221	55530525	PCSK9	NM_174936.4
chr1	55532032	55681037	USP24	NM_015306.3
chr1	56960433	57045236	PLPP3	NM_003713.5
chr1	57110987	57181008	PRKAA2	NM_006252.4
chr1	57184462	57285077	FYB2	NM_001004303.5
chr1	57320470	57383896	C8A	NM_000562.3
chr1	57394880	57431688	C8B	NM_000066.4
chr1	57460451	59012398	DAB1	NM_001365792.1
chr1	58946391	59012398	OMA1	NM_145243.5
chr1	59041105	59042924	TACSTD2	NM_002353.3
chr1	59120415	59165734	MYSM1	NM_001085487.3
chr1	59246463	59249719	JUN	NM_002228.4
chr1	59762485	60228402	FGGY	NM_018291.5
chr1	60280621	60341994	HOOK1	NM_015888.6
chr1	60358980	60392445	CYP2J2	NM_000775.4
chr1	60456066	60539442	C1orf87	NM_152377.3
chr1	61542899	61928460	NFIA	NM_001134673.4
chr1	62146718	62190813	TM2D1	NM_032027.3
chr1	62208152	62629587	PATJ	NM_001350145.3
chr1	62660521	62678000	L1TD1	NM_019079.5
chr1	62701837	62785105	KANK4	NM_181712.5
chr1	62902066	62917475	USP1	NM_003368.5
chr1	62920397	63154057	DOCK7	NM_001367561.1
chr1	63063191	63071984	ANGPTL3	NM_014495.4
chr1	63249803	63331187	ATG4C	NM_032852.4
chr1	63788238	63790799	FOXD3	NM_012183.3
chr1	63833298	63904224	ALG6	NM_013339.4
chr1	63906441	63988896	ITGB3BP	NM_014288.5
chr1	63989196	64038364	EFCAB7	NM_032437.4
chr1	64059082	64125916	PGM1	NM_002633.3
chr1	64239688	64647181	ROR1	NM_005012.4
chr1	64669306	64733051	UBE2U	NM_001366232.2
chr1	64935812	65158736	CACHD1	NM_020925.4
chr1	65210656	65298915	RAVER2	NM_018211.4
chr1	65298912	65533429	JAK1	NM_002227.4
chr1	65613235	65697828	AK4	NM_013410.4
chr1	65730432	65881554	DNAJC6	NM_001256864.2
chr1	65886335	66107242	LEPR	NM_002303.6
chr1	65886351	65901690	LEPROT	NM_017526.5
chr1	66258193	66840262	PDE4B	NM_002600.4
chr1	66999044	67216822	SGIP1	NM_032291.4
chr1	67218142	67244730	DYNLT5	NM_152665.3
chr1	67263423	67266959	INSL5	NM_005478.6
chr1	67278568	67390539	DNAI4	NM_024763.5
chr1	67390673	67454302	MIER1	NM_001077700.3
chr1	67465033	67519831	SLC35D1	NM_015139.3
chr1	67557848	67600653	C1orf141	NM_001276351.2
chr1	67632137	67725662	IL23R	NM_144701.3
chr1	67773047	67864407	IL12RB2	NM_001374259.2
chr1	67873493	67896085	SERBP1	NM_001018069.2
chr1	68150884	68154017	GADD45A	NM_001924.4
chr1	68167158	68299150	GNG12	NM_018841.6
chr1	68511569	68517314	DIRAS3	NM_004675.4
chr1	68564142	68698229	WLS	NM_024911.7
chr1	68894505	68915637	RPE65	NM_000329.3
chr1	68939835	68962765	DEPDC1	NM_001114120.3
chr1	70033605	70610047	LRRC7	NM_001370785.2
chr1	70610488	70671262	LRRC40	NM_017768.5
chr1	70671379	70718735	SRSF11	NM_001350605.2
chr1	70724682	70820405	ANKRD13C	NM_030816.5
chr1	70876951	70905534	CTH	NM_001902.6
chr1	71318041	71513499	PTGER3	NM_198719.2
chr1	71528974	71546718	ZRANB2	NM_203350.3
chr1	71861626	72748222	NEGR1	NM_173808.3
chr1	74491699	74663860	LRRIQ3	NM_001105659.2
chr1	74663926	74674386	FPGT	NM_003838.5
chr1	74701071	75010112	TNNI3K	NM_015978.3
chr1	74935060	74978295	LRRC53	NM_001382280.1
chr1	75033807	75139476	ERICH3	NM_001002912.5
chr1	75171170	75198734	CRYZ	NM_001889.4
chr1	75198836	75232361	TYW3	NM_138467.3
chr1	75594119	75627218	LHX8	NM_001256114.2
chr1	75667814	76081848	SLC44A5	NM_152697.5
chr1	76190394	76229364	ACADM	NM_000016.6
chr1	76251879	76260775	RABGGTB	NM_004582.4
chr1	76262567	76378927	MSH4	NM_002440.4
chr1	76384558	76398089	ASB17	NM_080868.3
chr1	76540431	77103024	ST6GALNAC3	NM_152996.4
chr1	77333165	77533231	ST6GALNAC5	NM_030965.3
chr1	77554674	77685115	PIGK	NM_005482.3
chr1	77747704	78025651	AK5	NM_174858.3
chr1	78028101	78149083	ZZZ3	NM_015534.6
chr1	78161672	78225537	USP33	NM_201624.3
chr1	78245309	78345225	MIGA1	NM_198549.3
chr1	78354309	78409580	NEXN	NM_144573.4
chr1	78409740	78444756	FUBP1	NM_003902.5
chr1	78444859	78483648	DNAJB4	NM_007034.5
chr1	78510654	78604128	GIPC2	NM_017655.6
chr1	78956659	79006386	PTGFR	NM_000959.4
chr1	79086133	79111830	IFI44L	NM_006820.4
chr1	79115474	79129763	IFI44	NM_006417.5
chr1	79355449	79472415	ADGRL4	NM_022159.4
chr1	81771877	82459616	ADGRL2	NM_001366006.2
chr1	84330707	84464815	TTLL7	NM_024686.6
chr1	84543762	84704181	PRKACB	NM_182948.4
chr1	84764221	84816481	SAMD13	NM_001134663.2
chr1	84864167	84880701	DNASE2B	NM_021233.3
chr1	84944949	84964035	RPF1	NM_025065.7
chr1	84964008	84972264	GNG5	NM_005274.3
chr1	84972069	85022178	SPATA1	NM_001310156.2
chr1	85015294	85040123	CTBS	NM_004388.3
chr1	85109389	85156144	SSX2IP	NM_001166293.2
chr1	85277285	85358889	LPAR3	NM_012152.3
chr1	85391266	85462796	MCOLN2	NM_153259.4
chr1	85483765	85514183	MCOLN3	NM_018298.11
chr1	85528010	85598821	DNAI3	NM_145172.5
chr1	85622572	85666699	SYDE2	NM_032184.2
chr1	85715636	85725345	C1orf52	NM_198077.4
chr1	85731459	85742315	BCL10	NM_003921.5
chr1	85784168	86043883	DDAH1	NM_012137.4
chr1	86046444	86049633	CCN1	NM_001554.5
chr1	86115100	86174116	ZNHIT6	NM_017953.4
chr1	86194916	86622667	COL24A1	NM_152890.7
chr1	86812520	86862006	ODF2L	NM_001366781.1
chr1	86889854	86922236	CLCA2	NM_006536.7
chr1	86934610	86965942	CLCA1	NM_001285.4
chr1	87012761	87046437	CLCA4	NM_012128.4
chr1	87170259	87213867	SH3GLB1	NM_016009.5
chr1	87328128	87380260	SELENOF	NM_004261.5
chr1	87380318	87575665	HS2ST1	NM_012262.4
chr1	87794563	87814606	LMO4	NM_006769.4
chr1	89149956	89301938	PKN2	NM_006256.4
chr1	89318316	89357250	GTF2B	NM_001514.6
chr1	89386727	89458643	KYAT3	NM_001008661.3
chr1	89445139	89458312	RBMXL1	NM_001162536.3
chr1	89472363	89488549	GBP3	NM_018284.3
chr1	89518002	89530891	GBP1	NM_002053.3
chr1	89571815	89591797	GBP2	NM_004120.5
chr1	89597425	89641686	GBP7	NM_207398.3
chr1	89646827	89664625	GBP4	NM_052941.5
chr1	89724633	89738543	GBP5	NM_052942.4
chr1	89829618	89853719	GBP6	NM_198460.3
chr1	89990388	90063420	LRRC8B	NM_001369817.2
chr1	90098679	90185092	LRRC8C	NM_032270.5
chr1	90286591	90402170	LRRC8D	NM_001134479.2
chr1	90460669	90501092	ZNF326	NM_182976.4
chr1	91177096	91182859	BARHL2	NM_020063.2
chr1	91380861	91487592	ZNF644	NM_201269.3
chr1	91726323	91870394	HFM1	NM_001017975.6
chr1	91966408	91991321	CDC7	NM_003503.4
chr1	92145900	92371559	TGFBR3	NM_003243.5
chr1	92414928	92479985	BRDT	NM_207189.4
chr1	92495542	92529095	EPHX4	NM_173567.5
chr1	92539993	92541029	SETSIP	NM_001287737.1
chr1	92545902	92650280	BTBD8	NM_001376131.1
chr1	92683472	92711370	C1orf146	NM_001012425.2
chr1	92711959	92764544	GLMN	NM_053274.3
chr1	92764616	92867613	RPAP2	NM_024813.3
chr1	92938600	92952482	GFI1	NM_005263.5
chr1	92974253	93257967	EVI5	NM_001350197.2
chr1	93297543	93307481	RPL5	NM_000969.5
chr1	93298286	93427019	DIPK1A	NM_001006605.5
chr1	93544840	93604633	MTF2	NM_007358.4
chr1	93615299	93645970	TMED5	NM_016040.5
chr1	93646273	93744287	CCDC18	NM_001378204.1
chr1	93811464	93835050	DR1	NM_001938.3
chr1	93913675	94020218	FNBP1L	NM_001164473.3
chr1	94027298	94312775	BCAR3	NM_003567.4
chr1	94331840	94344762	DNTTIP2	NM_014597.5
chr1	94350755	94374986	GCLM	NM_002061.4
chr1	94458390	94586704	ABCA4	NM_000350.3
chr1	94634461	94713302	ARHGAP29	NM_004815.4
chr1	94883945	94984219	ABCD3	NM_002858.4
chr1	94994729	95007315	F3	NM_001993.5
chr1	95285913	95360803	SLC44A3	NM_001114106.3
chr1	95362513	95392666	CNN3	NM_001839.5
chr1	95439961	95538507	ALG14	NM_144988.4
chr1	95558073	95663163	TLCD4	NM_152487.3
chr1	95699711	95712781	RWDD3	NM_015485.5
chr1	97187340	97289295	PTBP2	NM_021190.4
chr1	97543299	98386615	DPYD	NM_000110.4
chr1	99127277	99226056	SNX7	NM_015976.5
chr1	99355801	99470417	PLPPR5	NM_001037317.2
chr1	99729848	99775140	PLPPR4	NM_014839.5
chr1	100111669	100160091	PALMD	NM_017734.5
chr1	100169526	100232191	FRRS1	NM_001361041.2
chr1	100315917	100389579	AGL	NM_000642.3
chr1	100435552	100501190	SLC35A3	NM_012243.3
chr1	100503651	100548933	MFSD14A	NM_033055.3
chr1	100549126	100598486	SASS6	NM_194292.3
chr1	100598706	100616054	TRMT13	NM_019083.2
chr1	100614004	100643812	LRRC39	NM_144620.4
chr1	100652475	100715390	DBT	NM_001918.5
chr1	100731772	100758325	RTCA	NM_003729.4
chr1	100810557	100985833	CDC14A	NM_003672.4
chr1	101003695	101007577	GPR88	NM_022049.3
chr1	101185298	101204601	VCAM1	NM_001078.4
chr1	101337928	101360735	EXTL2	NM_001033025.3
chr1	101361646	101447313	SLC30A7	NM_133496.5
chr1	101455179	101491340	DPH5	NM_015958.3
chr1	101702455	101707074	S1PR1	NM_001400.5
chr1	102268116	102462482	OLFM3	NM_058170.4
chr1	103342029	103574078	COL11A1	NM_001854.4
chr1	104068321	104097861	RNPC3	NM_017619.4
chr1	104097266	104122156	AMY2B	NM_001387437.1
chr1	104160049	104168402	AMY2A	NM_000699.4
chr1	104198141	104207176	AMY1A	NM_004038.4
chr1	104230037	104239075	AMY1B	NM_001008218.2
chr1	104292276	104301314	AMY1C	NM_001008219.3
chr1	107599296	107601916	PRMT6	NM_018137.3
chr1	107682710	108027545	NTNG1	NM_001113226.3
chr1	108113783	108507802	VAV3	NM_006113.5
chr1	108676665	108742965	SLC25A24	NM_013386.5
chr1	108765963	108786703	NBPF4	NM_001143989.2
chr1	108992965	109014542	NBPF6	NM_001143988.2
chr1	109102722	109181944	FAM102B	NM_001010883.3
chr1	109190917	109204096	HENMT1	NM_001102592.2
chr1	109234932	109245550	PRPF38B	NM_018061.4
chr1	109255530	109285371	FNDC7	NM_001144937.3
chr1	109289296	109352145	STXBP3	NM_007269.4
chr1	109358523	109400866	AKNAD1	NM_152763.5
chr1	109419607	109477167	GPSM2	NM_013296.5
chr1	109472127	109506106	CLCC1	NM_001377458.1
chr1	109512836	109584724	WDR47	NM_001142551.2
chr1	109606762	109618625	TAF13	NM_005645.4
chr1	109633386	109639556	TMEM167B	NM_020141.4
chr1	109648573	109656453	C1orf194	NM_001245025.3
chr1	109656737	109749403	ELAPOR1	NM_020775.5
chr1	109756515	109780804	SARS1	NM_006513.4
chr1	109792161	109818373	CELSR2	NM_001408.3
chr1	109822178	109825767	PSRC1	NM_001032291.3
chr1	109834987	109849633	MYBPHL	NM_001010985.3
chr1	109852197	109940540	SORT1	NM_002959.7
chr1	109941664	109969070	PSMA5	NM_002790.4
chr1	110009168	110024756	SYPL2	NM_001040709.2
chr1	110026527	110035426	ATXN7L2	NM_001350175.2
chr1	110036716	110043057	CYB561D1	NM_182580.3
chr1	110046800	110052349	AMIGO1	NM_020703.4
chr1	110082494	110088470	GPR61	NM_031936.5
chr1	110091237	110142817	GNAI3	NM_006496.4
chr1	110145713	110162238	GNAT2	NM_001377295.2
chr1	110162459	110174677	AMPD2	NM_001368809.2
chr1	110198721	110208119	GSTM4	NM_000850.5
chr1	110210679	110226619	GSTM2	NM_000848.4
chr1	110230439	110236367	GSTM1	NM_000561.4
chr1	110254873	110260890	GSTM5	NM_000851.4
chr1	110276559	110283660	GSTM3	NM_000849.5
chr1	110292702	110306545	EPS8L3	NM_133181.4
chr1	110453471	110473614	CSF1	NM_000757.6
chr1	110527387	110566364	AHCYL1	NM_006621.7
chr1	110574199	110597263	STRIP1	NM_033088.4
chr1	110602492	110613294	ALX3	NM_006492.3
chr1	110655065	110656569	UBL4B	NM_203412.2
chr1	110693116	110744824	SLC6A17	NM_001010898.4
chr1	110752936	110776666	KCNC4	NM_001039574.3
chr1	110881999	110889299	RBM15	NM_022768.5
chr1	110905479	110933648	SLC16A4	NM_004696.3
chr1	110943875	110950546	LAMTOR5	NM_001382293.1
chr1	110993771	110999980	PROK1	NM_032414.3
chr1	111059839	111061797	KCNA10	NM_005549.2
chr1	111136202	111174062	KCNA2	NM_004974.4
chr1	111196182	111217562	KCNA3	NM_002232.5
chr1	111413832	111442544	CD53	NM_000560.4
chr1	111489812	111506544	LRIF1	NM_018372.4
chr1	111659785	111682715	DRAM2	NM_001349884.2
chr1	111682121	111727726	CEPT1	NM_006090.5
chr1	111728591	111747200	DENND2D	NM_024901.5
chr1	111770281	111786062	CHI3L2	NM_004000.3
chr1	111833473	111863185	CHIA	NM_201653.4
chr1	111889182	111895639	PIFO	NM_181643.6
chr1	111956941	111970357	OVGP1	NM_002557.4
chr1	111982512	111991878	WDR77	NM_024102.4
chr1	111992086	112005395	ATP5PB	NM_001688.5
chr1	112016606	112021134	C1orf162	NM_001300834.2
chr1	112025970	112106584	TMIGD3	NM_020683.7
chr1	112042051	112046255	ADORA3	NM_000677.4
chr1	112084631	112259317	RAP1A	NM_001010935.3
chr1	112264686	112298419	INKA2	NM_019099.5
chr1	112298523	112310622	DDX20	NM_007204.5
chr1	112313284	112532290	KCND3	NM_001378969.1
chr1	112938836	113003786	CTTNBP2NL	NM_018704.3
chr1	113009163	113072787	WNT2B	NM_024494.3
chr1	113066136	113161763	ST7L	NM_017744.5
chr1	113162454	113214238	CAPZA1	NM_006135.3
chr1	113216934	113243368	MOV10	NM_001369507.1
chr1	113243753	113250030	RHOC	NM_175744.5
chr1	113252616	113257950	PPM1J	NM_005167.5
chr1	113261527	113269857	TAFA3	NM_182759.3
chr1	113454469	113498818	SLC16A1	NM_003051.4
chr1	113615820	113674882	LRIG2	NM_014813.3
chr1	113933137	114228545	MAGI3	NM_001142782.2
chr1	114239453	114302510	PHTF1	NM_001323043.2
chr1	114304454	114355098	RSBN1	NM_018364.5
chr1	114356433	114414381	PTPN22	NM_015967.7
chr1	114419438	114430203	BCL2L15	NM_001010922.3
chr1	114436816	114447650	AP4B1	NM_001253852.3
chr1	114447241	114456708	DCLRE1B	NM_022836.4
chr1	114471946	114520491	HIPK1	NM_198268.3
chr1	114522096	114524875	OLFML3	NM_020190.5
chr1	114631914	114696491	SYT6	NM_001253772.2
chr1	114935412	115053824	TRIM33	NM_015906.4
chr1	115110178	115124236	BCAS2	NM_005872.3
chr1	115125471	115212670	DENND2C	NM_001256404.2
chr1	115215719	115238239	AMPD1	NM_000036.3
chr1	115247090	115259392	NRAS	NM_002524.5
chr1	115259537	115300605	CSDE1	NM_001007553.3
chr1	115312100	115323306	SIKE1	NM_025073.3
chr1	115397484	115537991	SYCP1	NM_003176.4
chr1	115572447	115576930	TSHB	NM_000549.5
chr1	115590632	115632124	TSPAN2	NM_005725.6
chr1	115828538	115880870	NGF	NM_002506.3
chr1	116184591	116240842	VANGL1	NM_138959.3
chr1	116242642	116311335	CASQ2	NM_001232.4
chr1	116378998	116383747	NHLH2	NM_005599.3
chr1	116519134	116612675	SLC22A15	NM_018420.3
chr1	116654020	116680770	MAB21L3	NM_152367.3
chr1	116915866	116947396	ATP1A1	NM_000701.8
chr1	117057156	117113648	CD58	NM_001779.3
chr1	117117020	117210377	IGSF3	NM_001007237.3
chr1	117297052	117311851	CD2	NM_001767.5
chr1	117452538	117532975	PTGFRN	NM_020440.4
chr1	117544382	117579174	CD101	NM_001256106.3
chr1	117602948	117650075	TTF2	NM_003594.4
chr1	117653682	117664371	TRIM45	NM_025188.4
chr1	117686209	117753549	VTCN1	NM_024626.4
chr1	117910071	118071494	MAN1A2	NM_006699.5
chr1	118148670	118171011	TENT5C	NM_017709.4
chr1	118406107	118472244	GDAP2	NM_017686.4
chr1	118472362	118509166	WDR3	NM_006784.3
chr1	118496213	118727851	SPAG17	NM_206996.4
chr1	119425670	119532133	TBX15	NM_001330677.2
chr1	119573839	119683295	WARS2	NM_015836.4
chr1	119911408	119936753	HAO2	NM_016527.4
chr1	119957554	119965657	HSD3B2	NM_000198.4
chr1	120049826	120057681	HSD3B1	NM_000862.3
chr1	120162000	120190889	ZNF697	NM_001080470.2
chr1	120254557	120286838	PHGDH	NM_006623.4
chr1	120290619	120311555	HMGCS2	NM_005518.4
chr1	120336640	120354083	REG4	NM_032044.4
chr1	120377388	120387503	NBPF7	NM_001047980.2
chr1	120436156	120439138	ADAM30	NM_021794.4
chr1	120454176	120612276	NOTCH2	NM_024408.4
chr1	120693460	120697156	SEC22B	NM_004892.6
chr1	120839005	120855681	FAM72B	NM_001100910.1
chr1	121107154	121134735	SRGAP2C	NM_001329984.2
chr1	143765473	143768040	PPIAL4H	NM_001368128.1
chr1	143896448	143914847	FAM72D	NM_207418.3
chr1	144363587	144364246	PPIAL4A	NM_001143883.3
chr1	144614959	144830407	NBPF9	NM_001277444.1
chr1	144851424	145076025	PDE4DIP	NM_001350520.1
chr1	145209113	145286270	NOTCH2NLA	NM_203458.5
chr1	145293371	145370303	NBPF10	NM_001302371.3
chr1	145413278	145417543	HJV	NM_213653.4
chr1	145438490	145442635	TXNIP	NM_006472.6
chr1	145456236	145470400	POLR3GL	NM_032305.3
chr1	145470515	145475647	ANKRD34A	NM_001039888.4
chr1	145477069	145501670	LIX1L	NM_153713.3
chr1	145507609	145513536	RBM8A	NM_005105.5
chr1	145516372	145523732	PEX11B	NM_003846.3
chr1	145525030	145543868	ITGA10	NM_003637.5
chr1	145549209	145568522	ANKRD35	NM_144698.5
chr1	145575988	145586546	PIAS3	NM_006099.3
chr1	145586114	145589438	NUDT17	NM_001012758.3
chr1	145590666	145610913	POLR3C	NM_006468.8
chr1	145611018	145696218	RNF115	NM_014455.4
chr1	145695798	145715586	CD160	NM_007053.4
